,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8131,1141332992111950126,https://www.airbnb.com/rooms/1141332992111950126,20240928012050,2024-09-28,city scrape,"Barnevennlig, sentral leilighet","The apartment is perfect if you are traveling to the city with children. Private room with crib, otherwise a bunk bed and a double bed. Exit right out in the backyard with morning sun and access to a shared roof terrace with sea soft. Easy access to both the tram and subway, walking distance to Akerselva, and a bathing place in Nydalen. Bus to Bygdøy is nearby. Walking distance to Storo mall.",,https://a0.muscache.com/pictures/hosting/Hosting-1141332992111950126/original/d8aef649-b15d-4831-ae34-81d5f0ad1a58.jpeg,182634055,https://www.airbnb.com/users/show/182634055,Tonje,2018-04-05,"Oslo, Norway",,within a day,67%,38%,f,https://a0.muscache.com/im/pictures/user/6f5e6687-e5f0-4ea1-80c6-e5d36f133a5f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f5e6687-e5f0-4ea1-80c6-e5d36f133a5f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Sagene,,59.94153423486013,10.772277984933805,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,2.0,"[""Radiant heating"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Crib - always at the listing"", ""Washer"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Hot water""]","$1,100.00",5,365,5,5,365,365,5.0,365.0,,t,0,0,6,22,2024-09-28,3,3,0,2024-07-12,2024-07-28,4.67,5.0,4.67,5.0,5.0,4.67,5.0,,f,1,1,0,0,1.14
8133,1141426953418201958,https://www.airbnb.com/rooms/1141426953418201958,20240928012050,2024-09-28,city scrape,Innbydende leilighet på Torshov,"Charming apartment with west facing balcony and fireplace in popular Italiagården. Central location at Torshov<br /><br />Short distance to public transport, quick walk to Grunerløkka, Akerselva and Sagene. You will also have the pleasure of using one of Oslo's finest and private backyards where you can relax, barbecue etc.<br />West-facing balcony with sun from 2pm-8pm.",,https://a0.muscache.com/pictures/hosting/Hosting-1125315197325598665/original/7b575efb-3ed8-4534-a298-bdb39913f269.jpeg,248847643,https://www.airbnb.com/users/show/248847643,Petter,2019-03-14,,,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/User-248847643/original/ababacaf-effa-4a4b-bd4f-e376115c883a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-248847643/original/ababacaf-effa-4a4b-bd4f-e376115c883a.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Sagene,,59.93393486099275,10.765575617551804,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Patio or balcony"", ""Housekeeping available 24 hours, every day - included with your stay"", ""Cooking basics"", ""Blender"", ""Outdoor furniture"", ""Body soap"", ""Indoor fireplace"", ""Freezer"", ""Trash compactor"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Fire pit"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Lockbox"", ""BBQ grill"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""TV"", ""Stainless steel single oven"", ""Wifi"", ""Hair dryer"", ""Baking sheet"", ""Outdoor dining area"", ""Pocket wifi"", ""Self check-in"", ""Cleaning products"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Paid street parking off premises"", ""Outdoor playground"", ""Shower gel"", ""Gym"", ""Barbecue utensils"", ""Backyard"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Portable fans"", ""Resort access"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Shampoo"", ""Shared outdoor kitchen""]","$1,557.00",7,30,7,7,30,30,7.0,30.0,,t,28,58,88,88,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8138,1141899458355829020,https://www.airbnb.com/rooms/1141899458355829020,20240928012050,2024-09-28,city scrape,Supersentral industrileilighet i hjertet av byen!,"Stylish apartment with high ceilings (+3m) Perfect for couples or families with slightly older children who want to stay very central and quiet. <br /><br />This is a duplex apartment of 53 m2 with living room/ kitchen and loft on the top floor, two bedrooms and bathroom on the ground floor. It is light and airy and faces a green and quiet backyard.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0MTg5OTQ1ODM1NTgyOTAyMA%3D%3D/original/22771686-c138-43cc-b926-f36eed37c179.jpeg,463720503,https://www.airbnb.com/users/show/463720503,Pontus,2022-06-11,"Oslo, Norway",,within a day,100%,69%,f,https://a0.muscache.com/im/pictures/user/User-463720503/original/6a09f548-1aa2-4c01-aaf9-076870949d48.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-463720503/original/6a09f548-1aa2-4c01-aaf9-076870949d48.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gamle Oslo,,59.9031628,10.7729745,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Shared backyard"", ""Refrigerator"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Stainless steel oven"", ""BBQ grill"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""HDTV with Amazon Prime Video"", ""Wifi"", ""Baking sheet"", ""Outdoor dining area"", ""Self check-in"", ""Rice maker"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Audio Pro Bluetooth sound system"", ""Paid street parking off premises"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet and wardrobe"", ""Barbecue utensils"", ""Kitchen"", ""Other induction stove"", ""Dining table""]","$1,690.00",3,365,3,3,365,365,3.0,365.0,,t,6,6,14,69,2024-09-28,8,8,0,2024-05-19,2024-08-24,5.0,5.0,4.88,4.88,5.0,4.88,4.88,,f,1,1,0,0,1.8
8142,1142053305415945936,https://www.airbnb.com/rooms/1142053305415945936,20240928012050,2024-09-28,city scrape,Utleiebolig på Røa,"A cozy half of a semi-detached house (2nd and 3rd floor) In this place, your family can stay close to everything, the location is central on Røa. Only 2 minutes to the subway/bus that takes you to the city center in 10 minutes. Closest neighbor is a local shopping centre with food stores, pharmacies, cafes, wine monopoly and much more. The house has a garden with a gazebo, toys and trampoline. Room for two cars. <br /><br />We can accommodate 7 guests if you want to use the sofa bed and pull-out bed in the children's room. Two of the rooms are children's rooms.",,https://a0.muscache.com/pictures/hosting/Hosting-1142053305415945936/original/510d2abd-f0ca-40cb-b93d-b2b9463e9ef9.jpeg,520131553,https://www.airbnb.com/users/show/520131553,Marte,2023-06-15,,,within a day,100%,36%,f,https://a0.muscache.com/im/pictures/user/User-520131553/original/123c68c9-fa8d-4836-a7ca-d14e094a5074.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-520131553/original/123c68c9-fa8d-4836-a7ca-d14e094a5074.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Vestre Aker,,59.9441,10.64208,Entire home,Entire home/apt,7,1.0,1 bath,3.0,3.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Pets allowed"", ""Indoor fireplace"", ""Kitchen"", ""Outdoor dining area"", ""BBQ grill"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""Smoke alarm""]","$1,800.00",2,7,1,2,7,7,2.0,7.0,,t,7,33,63,63,2024-09-28,2,2,0,2024-07-17,2024-08-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.81
8143,1142072160173639272,https://www.airbnb.com/rooms/1142072160173639272,20240928012050,2024-09-28,city scrape,Central Station Homely Apt,"Enjoy a stylish experience in a central location. This apt is spacious, modern, quite, really homely feelings.",,https://a0.muscache.com/pictures/hosting/Hosting-1142072160173639272/original/97247c27-d5cd-4570-bb81-8cd48a0d34a1.jpeg,1386261,https://www.airbnb.com/users/show/1386261,Gangadai,2011-11-08,"Oslo, Norway","Being a social person, I also love to meet people. I have lived in Oslo for over  40 yrs and would say that I dearly love the city life of Oslo,  nature, the ocean, being social and meeting people, is the spice of my life. I have done some traveling to the USA, Canada, Germany, London, Sweden, Brasil, the Carribbean, Guyana is my birth country. I love travelling,music ,all sorts of food. It enjoy meeting people, and seeing smiles from their heart",within a day,100%,86%,f,https://a0.muscache.com/im/pictures/user/2ac0cec7-85b7-4539-9646-d94fa9e66bb6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2ac0cec7-85b7-4539-9646-d94fa9e66bb6.jpg?aki_policy=profile_x_medium,,5,8,"['email', 'phone']",t,t,,Gamle Oslo,,59.911872,10.7647696,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,0.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Smoke alarm""]","$1,786.00",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,269,2024-09-28,2,2,0,2024-06-13,2024-06-24,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,f,3,3,0,0,0.56
8144,1142103635464575954,https://www.airbnb.com/rooms/1142103635464575954,20240928012050,2024-09-28,city scrape,Koselig toroms på Tøyen,"Hosts my two-room apartment centrally located in Tøyen, with balcony and backyard. The apartment is located right next to the botanical garden, Tøyen subway station and cozy cafes. Perfect for those of you who want to stay centrally, but still secluded.",,https://a0.muscache.com/pictures/hosting/Hosting-1142103635464575954/original/ddf7c801-a74a-4127-a1a1-e914ce7d5a97.jpeg,496759307,https://www.airbnb.com/users/show/496759307,My Linh,2023-01-18,"Oslo, Norway",,within a day,100%,30%,f,https://a0.muscache.com/im/pictures/user/ed0f0bd5-0933-4f39-bc75-1b8fb006b09c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed0f0bd5-0933-4f39-bc75-1b8fb006b09c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Gamle Oslo,,59.91614883526961,10.77459938336157,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Smoke alarm""]","$1,314.00",1,14,1,1,14,14,1.0,14.0,,t,29,59,89,179,2024-09-28,2,2,0,2024-06-30,2024-08-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.66
8147,1142417166215345115,https://www.airbnb.com/rooms/1142417166215345115,20240928012050,2024-09-28,city scrape,Sentral 2 roms med fin utsikt,"Nice and comfortable 2 bedroom apartment at Carl Berner. Balcony overlooking Ola Narr Park makes the apartment feel quieter, even if it is very central. Low visibility. 2 minutes walk to carl berner crossing by subway, bus and tram that takes you to most places in the city, or up into the field. Grunerløkka and Sentrum are also in walking distance from the apartment. <br /><br />The apartment has a washing machine with dry, office space and equipped kitchen.<br /><br />Double bed in bedroom and possibility to sleep on sofa in living room",,https://a0.muscache.com/pictures/miso/Hosting-1142417166215345115/original/ce1cf328-193c-48b2-b4ac-0150afd1f875.jpeg,574133053,https://www.airbnb.com/users/show/574133053,Andrea,2024-04-25,,,within a day,100%,18%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Grünerløkka,,59.92547976058732,10.777163861253356,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Pets allowed"", ""Kitchen"", ""Washer"", ""Dedicated workspace"", ""Smoke alarm""]",$910.00,3,365,3,3,365,365,3.0,365.0,,t,0,0,26,26,2024-09-28,3,3,0,2024-05-20,2024-06-06,5.0,5.0,4.67,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.68
8150,1142595241538082278,https://www.airbnb.com/rooms/1142595241538082278,20240928012050,2024-09-28,city scrape,Hus med flott hage på Nordstrand,"Welcome to our home in Nordstrand, near Ekeberg. Our home offers a lush garden, greenhouse, and grill for outdoor enjoyment. Inside, find two floors with a cozy attic office TV-gaming room. The master bedroom has a walk in bathroom. <br /><br />Perfect for families, our home is just a 5-minute walk to the tram and a 20-minute stroll to Ekeberg. Please note, the house is shared with friendly neighbors on the first floor, and we require a brief video interview before confirming rentals.",,https://a0.muscache.com/pictures/miso/Hosting-1142595241538082278/original/d2e6e20e-f8be-4112-8298-17206e8b2972.jpeg,5474378,https://www.airbnb.com/users/show/5474378,Lillian,2013-03-15,"Oslo, Norway","Oslo, Norway",within a day,100%,33%,f,https://a0.muscache.com/im/users/5474378/profile_pic/1399148616/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5474378/profile_pic/1399148616/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,,Nordstrand,,59.874875596941166,10.792772958501892,Entire home,Entire home/apt,8,1.5,1.5 baths,3.0,5.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Outdoor dining area"", ""Air conditioning"", ""BBQ grill"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Smoke alarm""]","$2,600.00",2,365,2,2,365,365,2.0,365.0,,t,0,0,11,191,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8159,1143226026461894650,https://www.airbnb.com/rooms/1143226026461894650,20240928012050,2024-09-28,city scrape,Beautiful Oslo Apartment,Peaceful and centrally located apartment with balcony and fireplace,,https://a0.muscache.com/pictures/miso/Hosting-1143226026461894650/original/c2e78ed5-1db8-4732-9122-cb99926cf324.jpeg,566910614,https://www.airbnb.com/users/show/566910614,Brittany,2024-03-13,,,within a day,63%,25%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,f,,Frogner,,59.92159110000001,10.703877,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""TV"", ""Wifi"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Dedicated workspace""]","$1,200.00",3,365,3,3,365,365,3.0,365.0,,t,29,59,89,269,2024-09-28,1,1,0,2024-08-09,2024-08-09,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,f,1,1,0,0,0.59
8168,1143846684117961868,https://www.airbnb.com/rooms/1143846684117961868,20240928012050,2024-09-28,city scrape,"Unik, arkitekttegnet leilighet!","Experience Oslo from this charming, unique and architect-designed apartment! In the middle of Grunerløkka, the heart of town. You will be looking for a long time to find such a stylish apartment like this in Oslo.<br /><br />Ceiling height of 3.6m, land terrace, kitchen, bathroom, living room, workspace, dining table for 8 and washing machine with drying function. <br /><br />World-renowned cafes like Tim Wendelbo around the corner and my favorite Supreme Roastworks(!). Hip area with exciting shops and parks. Enjoy the access to Oslo's best, right at your doorstep!",,https://a0.muscache.com/pictures/hosting/Hosting-1143846684117961868/original/8f17c82c-3cc9-40c6-9e58-f3d597670cb2.jpeg,12197118,https://www.airbnb.com/users/show/12197118,Mohammed,2014-02-13,"Oslo, Norway",I am a video director from scandinavia.,within a day,100%,69%,f,https://a0.muscache.com/im/users/12197118/profile_pic/1392270166/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12197118/profile_pic/1392270166/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Grünerløkka,,59.9219886,10.7578186,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Sound system"", ""Cleaning products"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Dryer"", ""Smoke alarm"", ""Hot water"", ""Heating""]","$1,400.00",3,365,3,3,365,365,3.0,365.0,,t,28,58,88,88,2024-09-28,7,7,2,2024-05-04,2024-09-08,4.86,5.0,4.71,5.0,5.0,5.0,5.0,,f,1,1,0,0,1.42
8170,1143994392347237268,https://www.airbnb.com/rooms/1143994392347237268,20240928012050,2024-09-28,city scrape,Fin treroms-leilighet i Ullern,"82m2 apartment over 2 floors in a very quiet area. Close to Vigelandsparken, free parking and 7 minutes walk to the metro, bus 40 stops just across the street. Near the Radium Hospital.<br /><br />Free parking is available.",,https://a0.muscache.com/pictures/miso/Hosting-1143994392347237268/original/7e3bb921-d2a5-44f7-a6ce-1a14a65cc347.jpeg,26105789,https://www.airbnb.com/users/show/26105789,Knut,2015-01-14,"Oslo, Norway","I am working as a journalist and living in Oslo. I like to travel, and while I'm travelling I'm renting out my cosy apartment in Oslo.

The best thing about using Airbnb is that you get your own private apartment and a more exotic holiday. Live like us locals and enjoy your stay!",within a day,80%,65%,f,https://a0.muscache.com/im/pictures/user/ccbaabde-7b1e-4788-97a6-5b217c9170db.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ccbaabde-7b1e-4788-97a6-5b217c9170db.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ullern,,59.93446,10.67788,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm""]","$1,063.00",2,365,2,2,365,365,2.0,365.0,,t,0,26,56,146,2024-09-28,9,9,1,2024-05-11,2024-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,1.91
8173,1144136418482527598,https://www.airbnb.com/rooms/1144136418482527598,20240928012050,2024-09-28,previous scrape,Stor leilighet på Grünerløkka,Light and airy 2 bedroom apartment with large bathroom. Central location in Grünerløkka and with good access to public transport.,,https://a0.muscache.com/pictures/miso/Hosting-1144136418482527598/original/32d74939-fdee-49c8-9da7-a3fb14d5bdd0.jpeg,12634648,https://www.airbnb.com/users/show/12634648,Ada,2014-02-27,"Oslo, Norway",,within a day,100%,33%,f,https://a0.muscache.com/im/pictures/user/592e11f0-3d0d-476e-9d89-2244e5ec73d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/592e11f0-3d0d-476e-9d89-2244e5ec73d6.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Grünerløkka,,59.91915,10.76616,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Wine glasses"", ""Cooking basics"", ""Other electric stove"", ""Blender"", ""Indoor fireplace"", ""Dedicated workspace"", ""Refrigerator"", ""Fire pit"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Washer"", ""Drying rack for clothing"", ""TV"", ""Wifi"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Sonos sound system"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Private entrance"", ""Clothing storage: closet"", ""Toaster"", ""Oven"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Dining table""]",,2,14,2,2,14,14,2.0,14.0,,t,0,0,0,0,2024-09-28,1,1,0,2024-06-17,2024-06-17,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,f,1,1,0,0,0.29
8174,1144157713377185087,https://www.airbnb.com/rooms/1144157713377185087,20240928012050,2024-09-28,city scrape,Nydelig oase på Tøyen m. balkong,"This charming apartment is close to everything and is perfect for a weekend in the city. It offers good ceiling height, good light and a cozy balcony. The apartment is surrounded by Tøyenparken and Botansik garden. At Tøyen torg, everything you might need and the subway takes you quickly to the whole city. The apartment is normally occupied and therefore clothes in the cabinets and some food in the fridge must be expected.",,https://a0.muscache.com/pictures/hosting/Hosting-1144157713377185087/original/528b8967-65c5-41e5-9c34-706c3dfdbae9.jpeg,34212912,https://www.airbnb.com/users/show/34212912,Jonas,2015-05-25,"Oslo, Norway",,within a day,90%,55%,f,https://a0.muscache.com/im/pictures/user/User-34212912/original/9e86bf64-c08d-41ac-819e-08819b331577.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-34212912/original/9e86bf64-c08d-41ac-819e-08819b331577.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Gamle Oslo,,59.91611653184193,10.77231666405508,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire pit"", ""Bed linens"", ""Central heating"", ""Fire extinguisher"", ""Wifi"", ""Private patio or balcony"", ""Essentials"", ""Private backyard"", ""Kitchen"", ""Outdoor dining area"", ""BBQ grill"", ""Paid parking on premises"", ""Washer"", ""Outdoor furniture"", ""Smoke alarm"", ""Hot water""]",$878.00,3,365,3,3,365,365,3.0,365.0,,t,0,0,5,160,2024-09-28,6,6,2,2024-07-03,2024-09-17,5.0,4.67,4.83,5.0,4.83,4.83,4.83,,f,1,1,0,0,2.05
8191,1144925572502625845,https://www.airbnb.com/rooms/1144925572502625845,20240928012050,2024-09-28,city scrape,Penthouse in center of Oslo,"Welcome to our charming 93 sqm apartment located on the 6th floor in the heart of Oslo! Just steps away from major attractions, this apartment has a 22 sqm terrace offering breathtaking views of the city and sunlight. Accessible by elevator, our apartment was recently updated in 2023 and provides a bright, welcoming space ideal for both relaxation and work. Experience a comfortable stay equipped with all the necessary amenities and convenient access to all that Oslo has to offer!",,https://a0.muscache.com/pictures/hosting/Hosting-1144925572502625845/original/f41b9c0c-bd3f-4dcd-a8df-b4225c32115d.jpeg,386758040,https://www.airbnb.com/users/show/386758040,Martin Lysø,2021-01-31,"Oslo, Norway",,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/8e7feb94-ef1c-4979-aedc-eda054962310.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8e7feb94-ef1c-4979-aedc-eda054962310.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Frogner,,59.92530382347376,10.72084547486876,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Trash compactor"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Shared backyard"", ""Standalone high chair - always at the listing"", ""Changing table - always at the listing"", ""Elevator"", ""Private outdoor kitchen"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free dryer"", ""BBQ grill"", ""Washer"", ""Iron"", ""Piano"", ""Drying rack for clothing"", ""Crib - available upon request"", ""Hot water"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Cleaning products"", ""Sonos sound system"", ""Baby bath - always at the listing"", ""Single level home"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Sun loungers"", ""Toaster"", ""Outdoor playground"", ""Oven"", ""Barbecue utensils"", ""Kitchen"", ""Shower gel"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]","$5,000.00",3,365,3,3,365,365,3.0,365.0,,t,3,8,15,195,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8204,1145504643600149791,https://www.airbnb.com/rooms/1145504643600149791,20240928012050,2024-09-28,city scrape,Family place in beautiful park,"Welcome to our family-friendly apartment nestled in a tranquil park, just minutes from a metro station and close to the city. Our cozy space offers modern comforts and a peaceful atmosphere, perfect for families looking to explore the city while enjoying a relaxing retreat. With spacious living areas, a fully equipped kitchen, and comfortable bedrooms, it's a cosy and relaxed place for you.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0NTUwNDY0MzYwMDE0OTc5MQ%3D%3D/original/c75ecf5f-6744-42ff-a6fe-02d89e0d7644.jpeg,76089544,https://www.airbnb.com/users/show/76089544,Justin,2016-06-06,"Oslo, Norway","We are a young couple living at Norway. Justin is Australian and Lykke is Norwegian. We enjoy travelling so much that we want to open our home to others like us. 
We are happy to provide you with traveling tips and how to travel on a budget in Oslo. We love our flat located in central Oslo and we hope you will too:) ",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/5db744bc-b05b-4467-849b-e605ec013efd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5db744bc-b05b-4467-849b-e605ec013efd.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Gamle Oslo,,59.90962,10.79813,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,0.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Outdoor dining area"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Smoke alarm""]","$1,350.00",1,365,3,3,365,365,3.0,365.0,,t,0,0,0,152,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8205,1145544028590070696,https://www.airbnb.com/rooms/1145544028590070696,20240928012050,2024-09-28,city scrape,Cozy Garten Apartment,"In this place, your family can stay close to everything, the location is central.",,https://a0.muscache.com/pictures/miso/Hosting-1145544028590070696/original/833285cc-f1a2-4912-a465-d46f5b6dcea5.jpeg,574831691,https://www.airbnb.com/users/show/574831691,Sashka,2024-04-29,,,within a day,50%,46%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Frogner,,59.9212421,10.714939,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Hair dryer"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""BBQ grill"", ""Washer"", ""Smoke alarm"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Heating""]",$894.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,180,2024-09-28,15,15,0,2024-05-29,2024-08-04,4.93,4.93,5.0,4.93,4.93,4.87,4.93,,f,1,1,0,0,3.66
