,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7847,1123004178691475721,https://www.airbnb.com/rooms/1123004178691475721,20240928012050,2024-09-28,city scrape,"Pent og rolig, beste vestkant,  2 senger","Nice and peaceful accommodation in a central location. Short distance to Bygdøy avenue with many nice specialty shops and a few meters from Skillebekk with bakeries and the serving place Hos Thea. Short distance to Frognerparken and Vigelandsparken, The Royal Palace, Kiel boat, Astrup Fernley Museum, Aker Brygge and Frognerstranda with promenade and Bygdøy with beaches and museums. Get my walk to Gimle cinema. Good with street parking in the area. Quiet embassy area. 2nd floor with elevator. Welcome!",,https://a0.muscache.com/pictures/hosting/Hosting-1123004178691475721/original/d61eac1b-d0be-4edb-a77a-4324d8344154.jpeg,266721221,https://www.airbnb.com/users/show/266721221,Mona,2019-06-06,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/6b795cb1-e0aa-4d56-a47d-be3f3184eeaa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6b795cb1-e0aa-4d56-a47d-be3f3184eeaa.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Frogner,,59.9137165398745,10.707237906754017,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Fast wifi \u2013 80 Mbps"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Iron"", ""Hot water"", ""Free dryer \u2013 In building"", ""Hot water kettle"", ""Hair dryer"", ""Clothing storage: wardrobe"", ""Baking sheet"", ""Self check-in"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Paid street parking off premises"", ""Mini fridge"", ""Microwave"", ""Oven"", ""Kitchen"", ""Other induction stove"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee""]","$1,290.00",1,1125,1,1,1125,1125,1.0,1125.0,,t,24,54,84,264,2024-09-28,34,34,4,2024-05-07,2024-09-08,4.47,4.47,4.65,4.59,4.94,4.85,4.5,,t,1,1,0,0,7.03
7892,1126075467451209257,https://www.airbnb.com/rooms/1126075467451209257,20240928012050,2024-09-28,city scrape,35 square m apartment.,Take a break and unwind at this peaceful oasis.,,https://a0.muscache.com/pictures/hosting/Hosting-1126075467451209257/original/49b87568-5e2c-4c6c-b8f5-d7a6332aa927.jpeg,570223036,https://www.airbnb.com/users/show/570223036,Stener,2024-04-02,,,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Gamle Oslo,,59.90513769999999,10.801241,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Room-darkening shades"", ""Wifi"", ""Record player"", ""Oven"", ""Elevator"", ""Dishwasher"", ""Body soap"", ""Kitchen"", ""Klipsch sound system with Bluetooth and aux"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""Refrigerator"", ""Hot water"", ""Coffee"", ""Heating""]",$714.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,26,26,2024-09-28,8,8,3,2024-05-01,2024-09-08,4.38,4.38,4.13,4.38,4.5,4.75,4.0,,t,1,1,0,0,1.59
7893,1126075589702370357,https://www.airbnb.com/rooms/1126075589702370357,20240928012050,2024-09-28,city scrape,Torggata Suite Apartments,"Have fun with the whole family at this stylish place.<br /><br />Enjoy a stylish experience in a central location.<br />Open kitchen solution, integrated appliances and sleeping alcoves the size of a bedroom make the apartment a very pleasant and good alternative. There is also one double bed in the living room itself.<br /><br />Also suitable for families with children.",,https://a0.muscache.com/pictures/miso/Hosting-1126075589702370357/original/53e281fa-3e3e-4279-9cbf-d2863400c04c.jpeg,43377571,https://www.airbnb.com/users/show/43377571,Murat,2015-09-04,"Oslo, Norway",,within an hour,100%,99%,f,https://a0.muscache.com/im/users/43377571/profile_pic/1441407456/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43377571/profile_pic/1441407456/original.jpg?aki_policy=profile_x_medium,Grünerløkka,3,4,"['email', 'phone']",t,t,,St. Hanshaugen,,59.91744060000001,10.7539287,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Dedicated workspace"", ""Bed linens"", ""Safe"", ""Dishes and silverware"", ""Washer"", ""Shared patio or balcony"", ""Hot water"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Mini fridge"", ""Host greets you"", ""Oven"", ""Kitchen"", ""Ethernet connection"", ""Stove"", ""Shampoo""]",$929.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,19,49,77,257,2024-09-28,14,14,3,2024-04-14,2024-09-06,4.5,4.43,4.64,4.71,4.79,4.86,4.64,,t,3,3,0,0,2.5
7899,1126213616041128433,https://www.airbnb.com/rooms/1126213616041128433,20240928012050,2024-09-28,city scrape,Serene 1 bedroom apartment Oslo,"You will be close to everything when you stay at this centrally-located place peaceful apartment. Whether you're alone, in a company of friends or with your family, there's enough space foe everyone.",,https://a0.muscache.com/pictures/hosting/Hosting-1126213616041128433/original/e44ef931-8304-4b70-90c2-4bc07e1bd7b1.jpeg,170630553,https://www.airbnb.com/users/show/170630553,Tolu,2018-01-29,"Oslo, Norway","I'm an open minded and free spirited person, always looking for ways to improve the living conditions of others irrespective of where they're from. Favorite travel destination is London where I'm able to spend time with my family. I love reading different types of good books. I love a quiet night since I always have busy days.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-170630553/original/61b56540-108d-4990-a1ac-1e69d4afb35e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-170630553/original/61b56540-108d-4990-a1ac-1e69d4afb35e.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'work_email']",t,t,,Gamle Oslo,,59.91137720049182,10.766289858850689,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Refrigerator"", ""First aid kit"", ""Elevator"", ""TV with standard cable"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Iron"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Hot water"", ""Coffee maker"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Single level home"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Private entrance"", ""Paid street parking off premises"", ""Microwave"", ""Toaster"", ""Outdoor playground"", ""Shower gel"", ""Oven"", ""Pets allowed"", ""Kitchen"", ""Ethernet connection"", ""Resort access"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Coffee"", ""Paid parking lot on premises \u2013 1 space""]","$1,049.00",2,365,2,2,365,365,2.0,365.0,,t,26,56,84,261,2024-09-28,29,29,4,2024-04-25,2024-09-19,4.66,4.79,4.76,4.76,4.76,4.66,4.69,,t,2,2,0,0,5.54
7903,1126549010886251354,https://www.airbnb.com/rooms/1126549010886251354,20240928012050,2024-09-28,city scrape,Sentral med sjøutsikt,"Welcome to your perfect stay in Oslo! This central apartment on Dronning Eufemias street 65 gives you close proximity to restaurants, the beach and the opera house. You will be in walking distance to most attractions, shopping and public transport. <br /><br />This apartment also has a smart TV and has a fully equipped kitchen so you can cook your own meals and feel at home while exploring all that Oslo has to offer. Enjoy everything Oslo has to offer right outside the door!",,https://a0.muscache.com/pictures/hosting/Hosting-1126549010886251354/original/2cf471ec-a1b2-4cf2-963f-a0f485c381b3.jpeg,222556365,https://www.airbnb.com/users/show/222556365,Kawa Eiendom AS,2018-10-25,"Oslo, Norway","We want to provide the best experiences on the Airbnb market and are always looking for ways to improve.

Our guests are the most important and we value their experiences and feedback.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,t,,Gamle Oslo,,59.90544,10.76007,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Patio or balcony"", ""Other stove"", ""Cooking basics"", ""Essentials"", ""Body soap"", ""Air conditioning"", ""Freezer"", ""Trash compactor"", ""Refrigerator"", ""Bidet"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Lockbox"", ""Washer"", ""Hot water"", ""TV"", ""Wifi"", ""Hair dryer"", ""Housekeeping - available at extra cost"", ""Self check-in"", ""Pocket wifi"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Microwave"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee"", ""Shampoo""]","$1,636.00",1,365,1,1,365,365,1.0,365.0,,t,7,21,43,48,2024-09-28,24,24,3,2024-04-08,2024-09-12,4.63,4.75,4.75,4.38,4.54,4.92,4.71,,t,14,11,3,0,4.14
7911,1126730716081602013,https://www.airbnb.com/rooms/1126730716081602013,20240928012050,2024-09-28,city scrape,Attraktiv beliggenhet ved sjøen,"Welcome to your perfect stay in Oslo! This central apartment on rostockgata 60 gives you close proximity to restaurants, the beach and the opera house. You will be in walking distance to most attractions, shopping and public transport. <br /><br />This apartment also has a smart TV and has a fully equipped kitchen so you can cook your own meals and feel at home while exploring all that Oslo has to offer. Enjoy everything Oslo has to offer right outside the door!",,https://a0.muscache.com/pictures/hosting/Hosting-1126730716081602013/original/cebf19d9-96a2-49cb-8815-c35a94b5289c.jpeg,222556365,https://www.airbnb.com/users/show/222556365,Kawa Eiendom AS,2018-10-25,"Oslo, Norway","We want to provide the best experiences on the Airbnb market and are always looking for ways to improve.

Our guests are the most important and we value their experiences and feedback.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,t,,Gamle Oslo,,59.90684229354917,10.759281195051708,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Patio or balcony"", ""Other stove"", ""Room-darkening shades"", ""Cooking basics"", ""Outdoor furniture"", ""Body soap"", ""Air conditioning"", ""Freezer"", ""Trash compactor"", ""Refrigerator"", ""Lake access"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Lockbox"", ""Washer"", ""Hot water"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Self check-in"", ""Pocket wifi"", ""Cleaning products"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Microwave"", ""Shower gel"", ""Oven"", ""Kitchen"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee"", ""Shampoo""]","$1,090.00",1,365,1,1,365,365,1.0,365.0,,t,12,27,52,228,2024-09-28,19,19,3,2024-04-06,2024-09-22,4.53,4.68,4.58,4.37,4.63,4.95,4.47,,t,14,11,3,0,3.24
7912,1126742751531115563,https://www.airbnb.com/rooms/1126742751531115563,20240928012050,2024-09-28,city scrape,Havutsikt i Oslo sentrum,"Welcome to your perfect stay in Oslo! This central apartment on tjuvholmen all 4 gives you close proximity to restaurants, the beach and popular attractions. You will be in walking distance to most attractions, shopping and public transport. <br /><br />This apartment also has a smart TV and has a fully equipped kitchen so you can cook your own meals and feel at home while exploring all that Oslo has to offer.",,https://a0.muscache.com/pictures/hosting/Hosting-1126742751531115563/original/6762ed46-d394-4d9f-9749-d3b24e36f24f.jpeg,222556365,https://www.airbnb.com/users/show/222556365,Kawa Eiendom AS,2018-10-25,"Oslo, Norway","We want to provide the best experiences on the Airbnb market and are always looking for ways to improve.

Our guests are the most important and we value their experiences and feedback.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-222556365/original/eba854b7-5882-45ee-83a1-5d860552377e.jpeg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,t,,Frogner,,59.90773,10.72348,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Wine glasses"", ""Other stove"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Trash compactor"", ""Refrigerator"", ""Lake access"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Lockbox"", ""Washer"", ""Hot water"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Self check-in"", ""Pocket wifi"", ""Paid parking on premises"", ""Smoke alarm"", ""Heating"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Microwave"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee"", ""Shampoo""]","$1,403.00",1,365,1,1,365,365,1.0,365.0,,t,10,32,53,211,2024-09-28,23,23,2,2024-04-15,2024-09-10,4.35,4.39,4.39,4.26,4.52,4.78,4.39,,t,14,11,3,0,4.13
7919,1126897616807404090,https://www.airbnb.com/rooms/1126897616807404090,20240928012050,2024-09-28,city scrape,"Family friendly, parking, 15min  subway to city","Enjoy family life in our 2-bedroom Oslo apartment in Lunden Hageby with a private terrace and a child-friendly shared garden. It's fully equipped with a separate kitchen, a living room featuring a Samsung The Frame TV, and comfortably accommodates a family of four including one or two children. Just a minute's walk from Vollebekk subway, you'll reach the city center in 15 minutes. Hassle-free with keyless entry and free parking included, this is your homey retreat in a welcoming neighborhood.",,https://a0.muscache.com/pictures/miso/Hosting-1126897616807404090/original/8cbccc46-0868-464c-8ac3-d789589b6c11.jpeg,17957272,https://www.airbnb.com/users/show/17957272,Chris,2014-07-11,"Oslo, Norway","I'm Chris. A guy from Tynset, Norway. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/1cbbccad-ec99-4fb1-b936-be5739abd03a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1cbbccad-ec99-4fb1-b936-be5739abd03a.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,,Bjerke,,59.93761550055057,10.830223573541248,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Blender"", ""Freezer"", ""Shared backyard"", ""Refrigerator"", ""Free parking on premises"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Record player"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bathtub"", ""Google + Samsung Bluetooth sound system"", ""Single oven"", ""Washer"", ""Iron"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Baking sheet"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Single level home"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Private entrance"", ""Microwave"", ""Toaster"", ""Outdoor playground"", ""Sun loungers"", ""Coffee maker: drip coffee maker"", ""Pets allowed"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Induction stove"", ""Baby monitor - always at the listing"", ""Dining table""]",$729.00,2,365,2,2,365,365,2.0,365.0,,t,4,9,11,280,2024-09-28,9,9,3,2024-06-09,2024-09-15,4.78,5.0,4.56,5.0,5.0,4.67,4.89,,t,1,1,0,0,2.41
7932,1128255688957410984,https://www.airbnb.com/rooms/1128255688957410984,20240928012050,2024-09-28,city scrape,Deluxe king room in central Oslo,"Welcome to our beautiful apartment, located in Oslo's most charming neighborhood, Solli. Within walking distance, you'll have access to public transportation and the airport express train.<br /><br />Our charming, and luxurious apartment, totaling 155 sqm, is a perfect blend of traditional and modern design. Here, you can rent a room with access to shared amenities such as the kitchen and bathroom. We prioritize safety, security, and comfort for our guests.<br /><br />We look forward to welcoming you as our guest!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyODI1NTY4ODk1NzQxMDk4NA%3D%3D/original/f0829f50-defa-4f9b-8514-3e2fae3e801d.jpeg,537751867,https://www.airbnb.com/users/show/537751867,Oslo,2023-09-18,"Oslo, Norway",Din leilighet concierge i Oslo. Vi er en profesjonell aktør som gjerne hoster din vistelse her i Oslo. Vi har et stort utvalg av ulike leiligheter og mange gode tips til deg som turist. Bo trygt og godt med oss!,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,,Frogner,,59.91465231176932,10.71544776565766,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Blender"", ""Outdoor furniture"", ""Air conditioning"", ""Freezer"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Books and reading material"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Washer"", ""Iron"", ""Exterior security cameras on property"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Private patio or balcony"", ""Self check-in"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Board games"", ""Paid street parking off premises"", ""Microwave"", ""Shower gel"", ""Oven"", ""Kitchen"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]",$557.00,2,25,1,10,1125,1125,3.1,1125.0,,t,8,20,38,209,2024-09-28,6,6,1,2024-04-29,2024-09-18,4.5,4.67,5.0,4.5,4.83,5.0,4.67,,t,5,1,4,0,1.18
7933,1128471679055477602,https://www.airbnb.com/rooms/1128471679055477602,20240928012050,2024-09-28,city scrape,Deluxe twin room in central Oslo,"Welcome to our beautiful apartment, located in Oslo's most charming neighborhood, Solli. Within walking distance, you'll have access to public transportation and the airport express train.<br /><br />Our charming, and luxurious apartment, totaling 155 sqm, is a perfect blend of traditional and modern design. Here, you can rent a room with access to shared amenities such as the kitchen and bathroom. We prioritize safety, security, and comfort for our guests.<br /><br />We look forward to welcoming you as our guest!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyODQ3MTY3OTA1NTQ3NzYwMg%3D%3D/original/5c3b383a-a66d-432b-a32d-492362a2dc2d.jpeg,537751867,https://www.airbnb.com/users/show/537751867,Oslo,2023-09-18,"Oslo, Norway",Din leilighet concierge i Oslo. Vi er en profesjonell aktør som gjerne hoster din vistelse her i Oslo. Vi har et stort utvalg av ulike leiligheter og mange gode tips til deg som turist. Bo trygt og godt med oss!,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,,Frogner,,59.91687171888166,10.716869999708226,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Patio or balcony"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Outdoor furniture"", ""Air conditioning"", ""Freezer"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Iron"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Arcade games"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Microwave"", ""Shower gel"", ""Oven"", ""Lock on bedroom door"", ""Backyard"", ""Kitchen"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]",$479.00,3,25,1,7,1125,1125,3.5,1125.0,,t,12,31,58,233,2024-09-28,6,6,2,2024-04-20,2024-09-11,4.67,4.67,4.67,4.5,5.0,4.83,4.83,,t,5,1,4,0,1.11
7934,1128482433296477360,https://www.airbnb.com/rooms/1128482433296477360,20240928012050,2024-09-28,city scrape,Room in central Oslo,"Welcome to our beautiful apartment, located in Oslo's most charming neighborhood, Solli. Within walking distance, you'll have access to public transportation and the airport express train.<br /><br />Our charming, and luxurious apartment, totaling 155 sqm, is a perfect blend of traditional and modern design. Here, you can rent a room with access to shared amenities such as the kitchen and bathroom. We prioritize safety, security, and comfort for our guests.<br /><br />We look forward to welcoming you as our guest!",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyODQ4MjQzMzI5NjQ3NzM2MA%3D%3D/original/d5341e3b-9e8d-4369-8e40-672c5536833a.jpeg,537751867,https://www.airbnb.com/users/show/537751867,Oslo,2023-09-18,"Oslo, Norway",Din leilighet concierge i Oslo. Vi er en profesjonell aktør som gjerne hoster din vistelse her i Oslo. Vi har et stort utvalg av ulike leiligheter og mange gode tips til deg som turist. Bo trygt og godt med oss!,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-537751867/original/42f96ef9-6a2e-4270-93cf-98278410d00b.jpeg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,,Frogner,,59.91468,10.71768,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Patio or balcony"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Outdoor furniture"", ""Air conditioning"", ""Freezer"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Iron"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Arcade games"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Microwave"", ""Shower gel"", ""Oven"", ""Lock on bedroom door"", ""Backyard"", ""Kitchen"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]",$454.00,2,25,2,7,1125,1125,2.7,1125.0,,t,11,38,53,229,2024-09-28,3,3,0,2024-04-20,2024-08-25,5.0,4.33,5.0,3.67,5.0,5.0,5.0,,t,5,1,4,0,0.56
7944,1129107871641300939,https://www.airbnb.com/rooms/1129107871641300939,20240928012050,2024-09-28,city scrape,Large loft - Private rooftop terrace - Old Town,"Unique and large loft apartment of 104 square meters with plenty of space for up to 8 guests. There are 3 bedrooms, a well equipped kitchen, dining room and a great living room with large windows with sunshades if you want to use the sofa bed. The apartment is centrally located in Oslo with a short distance to many of the city's sights. The flat is in an old and great building. There is also a large private roof terrace that can be used. <br /><br />Public transport just outside the door, and a short way to Oslo Central Station.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyOTEwNzg3MTY0MTMwMDkzOQ%3D%3D/original/3145edc2-5b21-4cc8-85cb-bfaff3f75808.jpeg,22127166,https://www.airbnb.com/users/show/22127166,Tommy,2014-10-04,"Oslo, Norway",,within an hour,100%,99%,t,https://a0.muscache.com/im/users/22127166/profile_pic/1427022307/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22127166/profile_pic/1427022307/original.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Gamle Oslo,,59.90723403032231,10.773796004229723,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,4.0,"[""Wine glasses"", ""Patio or balcony"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Paid parking off premises"", ""Books and reading material"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Bathtub"", ""Lockbox"", ""BBQ grill"", ""Washer"", ""Iron"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""Crib"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Wifi \u2013 28 Mbps"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Hangers"", ""Toaster"", ""Shower gel"", ""Oven"", ""Pets allowed"", ""Kitchen"", ""Ethernet connection"", ""High chair"", ""Extra pillows and blankets"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]","$2,244.00",2,365,2,2,1125,1125,2.0,1125.0,,t,13,21,34,36,2024-09-28,22,22,3,2024-05-29,2024-09-08,5.0,4.82,4.86,4.68,4.95,4.82,4.77,,t,6,6,0,0,5.37
