,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6588,1008624121175195335,https://www.airbnb.com/rooms/1008624121175195335,20240928012050,2024-09-28,city scrape,Koselig og sentral toroms på øvre Grünerløkka,"Enjoy your stay/theirs in Oslo in a nice apartment in a super location! <br />With a location in the middle of Grünerløkka and Torshov, and lying along the Akerselven with only green area and river outside the window, this apartment is great for experiencing Oslo. There is proximity to public transport to all parts of the city and walking distance to the most, both towards the city center and up to the field.","Øvre Grünerløkka is a cozy and quiet area with proximity to both Grunerløkka and Torshov. Here there are several restaurants and bars close by, as well as cultural offerings such as the Second Theatre, Cosmopolite stage, Nieu scene and the Park Theatre.",https://a0.muscache.com/pictures/hosting/Hosting-1008624121175195335/original/16021c25-d503-4928-bb96-9a5d8bfda929.jpeg,24980189,https://www.airbnb.com/users/show/24980189,Nina,2014-12-18,"Oslo, Norway",,within a few hours,100%,75%,f,https://a0.muscache.com/im/pictures/user/User-24980189/original/c0e0aa25-2af9-41e6-be9f-20e1f45ef2c9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24980189/original/c0e0aa25-2af9-41e6-be9f-20e1f45ef2c9.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,"Bydel Sagene, Oslo, Norway",Sagene,,59.93205132565605,10.760072879332862,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""HDTV with Chromecast"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Refrigerator"", ""Books and reading material"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Washer"", ""River view"", ""Drying rack for clothing"", ""Park view"", ""Hot water"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Self check-in"", ""Cleaning products"", ""Single level home"", ""Smoke alarm"", ""Dishwasher"", ""Coffee maker: french press, pour-over coffee"", ""Central heating"", ""Oven"", ""Kitchen"", ""Induction stove"", ""Portable heater"", ""Sound system"", ""Dining table"", ""Coffee"", ""Shampoo""]","$1,500.00",2,7,2,2,7,7,2.0,7.0,,t,29,59,89,269,2024-09-28,4,4,0,2023-12-10,2024-07-25,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,f,1,1,0,0,0.41
6664,1016460702703796474,https://www.airbnb.com/rooms/1016460702703796474,20240928012050,2024-09-28,previous scrape,Cozy colorful Oslo sanctuary,"Enjoy a stay at this unique centrally-located apartment. Right between Bislett and St. Hanshaugen, you will be in a cozy and peaceful space, with all the conveniences you could need for your Oslo stay!<br />- Great kitchen<br />- Comfy living room<br />- Super cozy bed + blackout curtains<br />- Great balcony with views and lots of sun<br />- Close to many cafes, restaurants + shops<br />- Great public transit to rest of city + walking to city center","Bislett and St. Hanshaugen are lovely residential Oslo neighborhoods, within walking distance of the city center. The public transit is fantastic with multiple tram and bus lines earily accessible. There are many cafes, restaurants and bars to check out. And easy access to parks!",https://a0.muscache.com/pictures/miso/Hosting-1016460702703796474/original/f62c11e5-67a0-4709-9fb8-00cbb68e608d.jpeg,7498545,https://www.airbnb.com/users/show/7498545,Nina,2013-07-15,"Oslo, Norway","Avid traveler currently living in Oslo, Norway. Love to explore places and people.",within a day,100%,41%,f,https://a0.muscache.com/im/users/7498545/profile_pic/1439978417/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7498545/profile_pic/1439978417/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,f,"Sankt Hanshaugen, Oslo, Norway",St. Hanshaugen,,59.92633,10.73567,Entire condo,Entire home/apt,2,,1 bath,1.0,,"[""Wine glasses"", ""Radiant heating"", ""Room-darkening shades"", ""Cooking basics"", ""City skyline view"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Dedicated workspace"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Dryer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Lockbox"", ""Stainless steel oven"", ""Washer"", ""Iron"", ""Hot water"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Sonos sound system"", ""Smoke alarm"", ""Dishwasher"", ""Coffee maker: french press, pour-over coffee"", ""Toaster"", ""Pets allowed"", ""Kitchen"", ""Induction stove"", ""Shower gel"", ""Dining table""]",,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2024-09-28,7,7,1,2023-12-05,2024-09-17,5.0,5.0,5.0,4.71,5.0,5.0,4.86,,f,1,1,0,0,0.7
6861,1036368557072484200,https://www.airbnb.com/rooms/1036368557072484200,20240928012050,2024-09-28,city scrape,Townhouse på Lilletøyen i Oslo,"Rent an apartment in the garden town that offers tranquility, family-friendly surroundings and proximity to some of Oslo's finest areas. With direct access to the garden and sun shining in from morning to evening.",,https://a0.muscache.com/pictures/miso/Hosting-1036368557072484200/original/8e7000b6-5e17-4a0b-a56b-972bb1bb2410.jpeg,6198672,https://www.airbnb.com/users/show/6198672,Nina,2013-05-02,"Oslo, Norway","From and live in Oslo with my Argentine husband. I'm a social person, I like to meet new people and travel. ",within a day,100%,0%,f,https://a0.muscache.com/im/users/6198672/profile_pic/1405371877/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6198672/profile_pic/1405371877/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Grünerløkka,,59.92112368425881,10.785225397746766,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Fire pit"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Outdoor dining area"", ""BBQ grill"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""Piano"", ""Smoke alarm""]","$1,700.00",3,365,3,3,365,365,3.0,365.0,,t,28,58,88,178,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
7095,1066512960405166744,https://www.airbnb.com/rooms/1066512960405166744,20240928012050,2024-09-28,city scrape,Single room on the westside Oslo,"This unique place is close to all sites and amenities, making it easy to plan your visit.<br />Located on the ""Champs Elysées d 'Oslo"" , you will have easy access to all the restaurants and shops of your choice:)",Quiet and central. Located in the posh part of Oslo.,https://a0.muscache.com/pictures/miso/Hosting-1066512960405166744/original/19044638-2d08-4abd-ab9f-75c10ece9c24.jpeg,36247225,https://www.airbnb.com/users/show/36247225,Nicolas,2015-06-20,"Oslo, Norway",Jeune francais travaillant dans l'evenementiel en Norvege. ,within a day,70%,0%,f,https://a0.muscache.com/im/pictures/user/User-36247225/original/d6bcebe5-2b1c-4b14-b7e6-e59cadc37e1c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-36247225/original/d6bcebe5-2b1c-4b14-b7e6-e59cadc37e1c.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Majorstuen, Oslo, Norway",Frogner,,59.92715630000001,10.7196823,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""First aid kit"", ""Smoke alarm""]",$450.00,31,365,31,31,365,365,31.0,365.0,,t,27,57,87,267,2024-09-28,0,0,0,,,,,,,,,,,f,2,1,1,0,
7437,1095100109682541172,https://www.airbnb.com/rooms/1095100109682541172,20240928012050,2024-09-28,city scrape,Koselig leilighet til Max 4 pers,"Cozy, small apartment about 40m2 with a double bed, 1 sofa and 1 bed in spacious kitchen. Lovely  balcony with outdoor furniture.  Short distance to lovely hiking areas in the field and Østensjøvannet. 18 min by subway to the city center. Airport bus and other bus routes nearby.  Supermarket in the immediate vicinity. Stay peacefully at Oppsal with short distance to everything Oslo has to offer. Pet friendly apartment. Rented out by agreement but preferably weekends and holidays.",Very cozy residential area with 18 min subway ride to Oslo city centre. Marka with hiking areas nearby. There are shops and mini center here at Oppsal. The airport bus leaves 4 minutes from the apartment.,https://a0.muscache.com/pictures/miso/Hosting-1095100109682541172/original/3f1f4ba6-11bc-435b-9679-18fe45aa2093.jpeg,562923076,https://www.airbnb.com/users/show/562923076,Nina,2024-02-19,,,within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/c0b16c1d-0b18-4d91-806c-f9f95afad3e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0b16c1d-0b18-4d91-806c-f9f95afad3e7.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bydel Østensjø, Oslo, Norway",Østensjø,,59.89800733121175,10.847358530330675,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,3.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Pets allowed"", ""Kitchen"", ""Washer"", ""Free parking on premises"", ""Smoke alarm""]",$690.00,2,14,2,2,14,14,2.0,14.0,,t,0,9,39,219,2024-09-28,5,5,0,2024-03-10,2024-06-24,5.0,5.0,4.8,4.4,4.8,4.8,5.0,,f,1,1,0,0,0.74
7510,1099792549976004182,https://www.airbnb.com/rooms/1099792549976004182,20240928012050,2024-09-28,city scrape,Leilighet sentralt i Oslo,"Central studio apartment with smart TV, 1.60 bed, sofa with coffee table, simple kitchen with hob, fridge and necessary kitchen utensils. Bathroom with shower, toilet and wash. Small table that can be used as a desk or dining area for two people. The apartment is attached to the host's apartment but private with its own entrance from the main entrance. Possibilities for washing laundry with the host upon request. The bedroom/ living room is facing the street so some noise can be experienced, but not a car trafficked street.",,https://a0.muscache.com/pictures/miso/Hosting-1099792549976004182/original/8a2a443d-3a6a-4257-8873-f12f34cb7291.jpeg,9837995,https://www.airbnb.com/users/show/9837995,Mandy,2013-11-05,"Oslo, Norway",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-9837995/original/74a4c48e-2809-432b-8ef2-c9b8a74ea390.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9837995/original/74a4c48e-2809-432b-8ef2-c9b8a74ea390.jpeg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,,St. Hanshaugen,,59.91641655790749,10.751281790435314,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Hair dryer"", ""Lockbox"", ""Kitchen"", ""Self check-in"", ""Dedicated workspace"", ""Smoke alarm"", ""Heating""]","$1,246.00",2,365,1,2,365,365,2.0,365.0,,t,8,18,42,42,2024-09-28,65,65,5,2024-03-11,2024-09-16,4.91,4.97,5.0,5.0,4.97,4.92,4.94,,f,2,1,1,0,9.65
7697,1111727866658650239,https://www.airbnb.com/rooms/1111727866658650239,20240928012050,2024-09-28,city scrape,Tranquil and cosy city home with balcony,"• Central apartment in Oslo west (100m2)<br />• Quiet neighborhood with green trees and cozy cafes<br />• Newly renovated in 2021<br />• Modern bathroom with waterfall shower<br />• Easy access to public transport: 4 min to subway, bus and tram<br />• Balcony with sun from lunch to sunset<br />• Short distance to Oslo's most beautiful park (Frognerparken) and the city's largest shopping street Bogstadveien with cafes, shops and restaurants<br />• 2 bedroom. Bed master bedroom: 200x180cm. Bed guest bedroom: 200x120cm. <br />(Travel bed for baby available)",,https://a0.muscache.com/pictures/miso/Hosting-1111727866658650239/original/a59e0aea-10fe-4e96-9dfa-c0c4ccb005ee.jpeg,48135468,https://www.airbnb.com/users/show/48135468,Nina,2015-11-04,"Oslo, Norway","Jeg er en tekstforfatter, bokelsker og planteentusiast. Jeg bor delvis i Oslo sentrum og delvis i et et hus på landet, en time fra Oslo. Jeg elsker å oppleve nye steder, hjem og ulike interiører. Jeg vil at du skal føle deg som hjemme når du bor hos meg og vil gjøre mitt beste for at du får et fantastisk opphold i Oslo. Boligen er nyoppusset, med mye naturlig lys. Få minutter til byens beste handlegate, kafeer og parker, samt T-bane og trikk.",within a few hours,100%,83%,f,https://a0.muscache.com/im/pictures/user/User-48135468/original/472980b5-fa2d-41c8-a1dd-255e91bc8b7e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-48135468/original/472980b5-fa2d-41c8-a1dd-255e91bc8b7e.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Frogner,,59.93231,10.71842,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Wine glasses"", ""Other stove"", ""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Shared backyard"", ""Books and reading material"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Lockbox"", ""Free dryer"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Clothing storage: wardrobe"", ""Private patio or balcony"", ""Self check-in"", ""Cleaning products"", ""Single level home"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Paid street parking off premises"", ""Central heating"", ""Microwave"", ""Toaster"", ""Oven"", ""Kitchen"", ""Shower gel"", ""Sound system"", ""Dining table"", ""Coffee"", ""Shampoo""]","$2,300.00",3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,6,96,2024-09-28,9,9,0,2024-06-14,2024-08-24,5.0,4.89,5.0,5.0,5.0,4.89,4.89,,f,1,1,0,0,2.52
7701,1112223648775896612,https://www.airbnb.com/rooms/1112223648775896612,20240928012050,2024-09-28,city scrape,Scandi-style bright apartment,"Come enjoy a stay at this cozy 2-bedroom apartment at central and hip Grünerløkka.<br /><br />The apartment is bright and airy and has everything you need in your everyday life. Multiple supermarkets, transport options, restaurants, cafes and shops all within a few blocks and the city center at walking distance. The nearby and beautiful Aker river offers a great green option for a stroll or a drink.<br /><br />The building complex has a large shared garden where guests can BBQ, dine and hang out.<br /><br />Welcome :)",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExMjIyMzY0ODc3NTg5NjYxMg%3D%3D/original/733dadee-40e2-4348-b9d8-45a18912bb00.jpeg,113229781,https://www.airbnb.com/users/show/113229781,Nina,2017-01-25,"Oslo, Norway",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-113229781/original/e98243f7-f62a-43cd-8260-2ac9a30af863.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-113229781/original/e98243f7-f62a-43cd-8260-2ac9a30af863.jpeg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Grünerløkka,,59.92108,10.76062,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Clothing storage"", ""Indoor fireplace"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Drying rack for clothing"", ""Wifi"", ""Hot water kettle"", ""Baking sheet"", ""Outdoor dining area"", ""Smoke alarm"", ""Dishwasher"", ""Microwave"", ""Toaster"", ""Oven"", ""Backyard"", ""Kitchen"", ""Portable fans"", ""Stove"", ""Dining table""]","$1,500.00",4,365,1,4,365,365,4.0,365.0,,t,0,16,33,33,2024-09-28,1,1,1,2024-09-08,2024-09-08,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,f,2,2,0,0,1.0
7968,1130275856812873879,https://www.airbnb.com/rooms/1130275856812873879,20240928012050,2024-09-28,city scrape,"Vollebekk, Oslo, sentralt","From this central accommodation has <br />one easy access to whatever it may be. The apartment is located 100 meters from the metro station, has its own porch and access to a shared roof terrace. Free parking in your own space in the garage facility. Modern and convenient.",,https://a0.muscache.com/pictures/hosting/Hosting-1130275856812873879/original/dfc2bd2b-5dfa-4b43-acf9-75fa0c0c4791.jpeg,381980226,https://www.airbnb.com/users/show/381980226,Nina,2020-12-28,"Oslo, Norway",,within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/User-381980226/original/13ded142-f28d-4d46-8d3a-9af8ab754038.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-381980226/original/13ded142-f28d-4d46-8d3a-9af8ab754038.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Bjerke,,59.9351716,10.8294025,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Outdoor dining area"", ""Washer"", ""Free parking on premises"", ""Smoke alarm""]",$980.00,2,7,2,2,7,7,2.0,7.0,,t,2,2,20,20,2024-09-28,3,3,0,2024-05-18,2024-06-30,5.0,5.0,4.67,5.0,5.0,4.67,5.0,,f,1,1,0,0,0.67
8101,1139699591117227366,https://www.airbnb.com/rooms/1139699591117227366,20240928012050,2024-09-28,city scrape,Central apartment in Oslo,"Stay at my retro apartment in central Oslo. It’s on it’s hippest area Grünerløkka and close to everything. <br />It’s a two room apartment, first floor with separat kitchen. I don’t have a balcony but there is a green area in The middel of the apartment colmplex. I also have a biscycle if you want to borrow.<br /><br />I’m going away to Sweden for a shoot. But it’s only 2 hours drive if a problem comes by.",,https://a0.muscache.com/pictures/hosting/Hosting-1139699591117227366/original/fc849e30-c786-4ee0-82b5-c9a3f1441a5a.jpeg,13676607,https://www.airbnb.com/users/show/13676607,Nina,2014-03-29,"Oslo, Norway",,,,0%,f,https://a0.muscache.com/im/pictures/user/25d5f1ed-5b41-4b4e-9557-1a03f78e0103.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25d5f1ed-5b41-4b4e-9557-1a03f78e0103.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Grünerløkka,,59.92248929781785,10.773479800578336,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Kitchen"", ""Outdoor dining area"", ""BBQ grill"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Smoke alarm""]",$772.00,10,91,10,10,91,91,10.0,91.0,,t,0,0,0,175,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8260,1149282188002506320,https://www.airbnb.com/rooms/1149282188002506320,20240928012050,2024-09-28,city scrape,Koselig leilighet midt på Grünerløkka nær sentrum,"Cozy and classic block of flats. Perfect location where you have easy access to everything. Proximity to Karl Johan and shopping, Grünerløkka with cozy cafes and restaurants, Botanical garden and much more. Public transport right outside the door. <br />The apartment has a bedroom, living room, kitchen with access to a balcony and a small bathroom. Everything you need for a little breather between all the excursions that the city has to offer. Since I am often away, the apartment is widely available.","Public transport, restaurants, cafes, grocery stores, etc. are in the immediate vicinity.",https://a0.muscache.com/pictures/hosting/Hosting-1149282188002506320/original/d22b043a-1122-4411-98b3-016dcecbfd27.jpeg,482920449,https://www.airbnb.com/users/show/482920449,Nina,2022-10-09,"Oslo, Norway",,within a few hours,100%,95%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,f,"Grünerløkka, Oslo, Norway",Grünerløkka,,59.9185633,10.7620123,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Building staff"", ""Oribe Haircare body soap"", ""Oribe Haircare conditioner"", ""Essentials"", ""Indoor fireplace"", ""Freezer"", ""Long term stays allowed"", ""Refrigerator"", ""First aid kit"", ""Paid parking off premises"", ""Books and reading material"", ""Fire pit"", ""Bed linens"", ""Fire extinguisher"", ""Oribe Haircare shampoo"", ""Safe"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Iron"", ""Hot water"", ""43 inch HDTV with Netflix, standard cable"", ""Coffee maker"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Heating"", ""Clothing storage: closet"", ""Microwave"", ""Toaster"", ""Oven"", ""Backyard"", ""Kitchen"", ""Portable fans"", ""Stove"", ""Sound system"", ""Dining table"", ""Coffee""]","$1,250.00",2,365,2,3,365,365,2.6,365.0,,t,2,32,62,62,2024-09-28,13,13,2,2024-05-31,2024-09-22,4.54,4.62,4.54,4.62,5.0,4.77,4.54,,f,1,1,0,0,3.22
8472,1160642583972540123,https://www.airbnb.com/rooms/1160642583972540123,20240928012050,2024-09-28,previous scrape,Urban 2-roms på Carl Berner,"Peaceful top floor/end apartment,  with large bedroom and immediate access two large roof terraces overlooking the whole city. <br />Great for couples and individuals alike. <br />The apartment is located urban in quiet side street, with proximity to everything:<br />- Public transport:<br />   (subway line 5, tram 17 and bus 20, 21, 28, 31, 33, 380, 390, night bus 20, 21, 31 and 68)<br />- Restaurants, gyms, Vinmonopolet and 24 hour shops<br />- Type of fixtures may be slightly changed in relation to the photos",,https://a0.muscache.com/pictures/miso/Hosting-1160642583972540123/original/50ef1b27-9770-4cd6-a96b-61bdd8dd8f93.jpeg,132682005,https://www.airbnb.com/users/show/132682005,Nicolas,2017-05-30,,,,,75%,f,https://a0.muscache.com/im/pictures/user/fbd5e715-8d2d-49e7-8035-9453c5407f18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbd5e715-8d2d-49e7-8035-9453c5407f18.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,f,,Grünerløkka,,59.92951734559514,10.780713214999093,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Fire extinguisher"", ""Host greets you"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""Exterior security cameras on property"", ""Smoke alarm""]",,3,60,3,3,60,60,3.0,60.0,,t,0,0,0,0,2024-09-28,3,3,0,2024-06-09,2024-08-01,4.0,3.0,5.0,4.0,4.67,4.33,2.67,,f,1,1,0,0,0.8
8666,1167442455557994082,https://www.airbnb.com/rooms/1167442455557994082,20240928012050,2024-09-28,city scrape,Koselig og lys leilighet,"Cosy and peaceful accommodation, which is centrally located. The apartment is perceived as bright and is consistent. Easily accessible communal garden. <br /><br />The apartment contains: Hallway, toilet, living room and kitchen on the 1st floor. Open down to basement bedroom and sliding door into bathroom.<br /><br />Sunday open grocery store is 2 minutes away.<br /><br />The airport bus stops at the bus stop which is 2 min away from the apartment.<br />2 minutes walk to the 20 and 37 bus. 7 min walk to Adamstuen where the 17 and 18 tram leave.",,https://a0.muscache.com/pictures/miso/Hosting-1167442455557994082/original/cc60376e-d0ed-49c1-966b-ccc3647bf403.jpeg,269981718,https://www.airbnb.com/users/show/269981718,Nina,2019-06-20,"Oslo, Norway",,within a few hours,100%,60%,f,https://a0.muscache.com/im/pictures/user/b556e469-be81-418a-b273-3a40251a3295.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b556e469-be81-418a-b273-3a40251a3295.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,St. Hanshaugen,,59.93446259155474,10.742806392930316,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Room-darkening shades"", ""Clothing storage"", ""Essentials"", ""Body soap"", ""Indoor fireplace"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Washer"", ""Hot water"", ""Conditioner"", ""TV"", ""Wifi"", ""Outdoor dining area"", ""Paid parking on premises"", ""Smoke alarm"", ""Heating"", ""Shower gel"", ""Kitchen"", ""Extra pillows and blankets"", ""Dining table"", ""Shampoo""]","$1,400.00",1,365,1,4,365,365,1.2,365.0,,t,1,5,15,27,2024-09-28,3,3,0,2024-06-17,2024-07-30,5.0,4.67,4.67,5.0,5.0,4.67,3.67,,f,1,1,0,0,0.87
8742,1170425095004088323,https://www.airbnb.com/rooms/1170425095004088323,20240928012050,2024-09-28,city scrape,Sentralt på Grünerløkka med balkong,"Here you can stay centrally at Øvre Grünerløkka which is an attractive and quiet area with walking distance to all the city life has to offer. 4 min to the nearest tram stop and 6 min to the nearest bus stop. Short distance to shopping, parks, cinema and grocery stores. The apartment is remotely located with a lovely view of the Akerselva river. The balcony is west facing and has sun from morning to evening.",,https://a0.muscache.com/pictures/hosting/Hosting-1170425095004088323/original/65d4cec5-2a56-42e8-93ec-0cdb2b7afa44.jpeg,391418565,https://www.airbnb.com/users/show/391418565,Nina,2021-03-06,,,within a day,100%,93%,f,https://a0.muscache.com/im/pictures/user/User-391418565/original/0d916fff-ecaf-4144-b077-43e300def85d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-391418565/original/0d916fff-ecaf-4144-b077-43e300def85d.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Sagene,,59.9301571124152,10.758370198309422,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Other stove"", ""Cooking basics"", ""Essentials"", ""Air conditioning"", ""Refrigerator"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""TV with Chromecast, Netflix"", ""Drying rack for clothing"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Hair dryer"", ""Baking sheet"", ""Self check-in"", ""Pocket wifi"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Central heating"", ""Microwave"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Pets allowed"", ""Kitchen"", ""Outdoor furniture"", ""Dining table"", ""Coffee""]","$1,014.00",2,14,2,2,14,14,2.0,14.0,,t,17,26,36,36,2024-09-28,10,10,4,2024-06-08,2024-09-22,4.9,4.8,4.6,5.0,5.0,4.9,5.0,,f,1,1,0,0,2.65
